Label,sum_Area,condition,channel
MAX_20220729_Mdr_GFP_lac_GD_L2_S3R_C3.tif,240.567,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S4L_C1.tif,51.229,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S4L_C3.tif,297.67699999999996,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S4R_C1.tif,61.254,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S4R_C3.tif,313.411,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S5L_C1.tif,44.654,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S5L_C3.tif,261.582,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S5R_C1.tif,46.276,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L2_S5R_C3.tif,201.58700000000002,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S3L_C1.tif,157.867,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S3L_C3.tif,340.349,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S3R_C1.tif,256.158,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S3R_C3.tif,284.296,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S4L_C1.tif,152.679,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S4L_C3.tif,309.583,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S4R_C1.tif,13.769,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S4R_C3.tif,257.776,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S5L_C1.tif,56.953,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S5L_C3.tif,181.874,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S5R_C1.tif,120.091,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L3_S5R_C3.tif,308.911,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S2R_C1.tif,224.49099999999999,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S2R_C3.tif,398.523,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S3L_C1.tif,246.571,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S3L_C3.tif,385.07,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S3R_C1.tif,184.671,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S3R_C3.tif,435.74100000000004,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S4L_C1.tif,166.79,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S4L_C3.tif,347.69599999999997,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S4R_C1.tif,28.857,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S4R_C3.tif,161.07,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S5L_C1.tif,18.928,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S5L_C3.tif,239.731,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S5R_C1.tif,335.75300000000004,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L4_S5R_C3.tif,729.957,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S3L_C1.tif,256.031,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S3L_C3.tif,530.267,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S3R_C1.tif,141.631,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S3R_C3.tif,364.065,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S4L_C1.tif,107.146,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S4L_C3.tif,233.828,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S4R_C1.tif,188.224,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S4R_C3.tif,437.799,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S5L_C1.tif,67.452,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S5L_C3.tif,267.363,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S5R_C1.tif,68.091,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L5_S5R_C3.tif,207.736,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S3L_C1.tif,210.33700000000002,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S3L_C3.tif,524.126,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S3R_C1.tif,384.281,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S3R_C3.tif,597.7629999999999,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S4L_C1.tif,117.214,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S4L_C3.tif,348.15700000000004,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S4R_C1.tif,95.975,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S4R_C3.tif,374.377,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S5L_C1.tif,97.817,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S5L_C3.tif,288.73299999999995,Mdr65>Lac RNAi,Motor neuron axon projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S5R_C1.tif,50.683,Mdr65>Lac RNAi,Glial projection area
MAX_20220729_Mdr_GFP_lac_GD_L6_S5R_C3.tif,216.705,Mdr65>Lac RNAi,Motor neuron axon projection area
